tabela;arquivo;linha;ponto_execucao;barreira_detectada;pistas;cardinalidade;classificacao;justificativa
stock_centers;src/app/api/stock-transfers/meta/route.ts;54;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/stock-transfers/meta/route.ts;61;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/stock-transfers/meta/route.ts;66;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversal_reason_catalog;src/app/api/stock-transfers/meta/route.ts;74;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/stock-transfers/reversal/route.ts;188;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/stock-transfers/reversal/route.ts;194;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/stock-transfers/reversal/route.ts;200;indefinido;NENHUMA;limit+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/stock-transfers/reversal/route.ts;231;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/stock-transfers/route.ts;265;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/stock-transfers/route.ts;847;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/stock-transfers/route.ts;855;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/stock-transfers/route.ts;863;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/stock-transfers/route.ts;873;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/stock-transfers/route.ts;884;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/stock-transfers/route.ts;895;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/stock-transfers/route.ts;906;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/stock-transfers/route.ts;1161;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/stock-transfers/route.ts;1194;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
projects;src/app/api/stock-transfers/route.ts;1202;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/stock-transfers/route.ts;1348;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/stock-transfers/serial-options/route.ts;103;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/team-stock-balance/route.ts;184;await;NENHUMA;range;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/team-stock-balance/route.ts;207;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_centers;src/app/api/team-stock-balance/route.ts;215;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/team-stock-balance/route.ts;340;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/team-stock-operations/import/route.ts;277;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/team-stock-operations/import/route.ts;284;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/team-stock-operations/import/route.ts;289;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/team-stock-operations/import/route.ts;314;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/team-stock-operations/import/route.ts;331;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/team-stock-operations/meta/route.ts;82;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/team-stock-operations/meta/route.ts;90;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/team-stock-operations/meta/route.ts;96;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_categories;src/app/api/team-stock-operations/meta/route.ts;104;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_subcategories;src/app/api/team-stock-operations/meta/route.ts;112;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversal_reason_catalog;src/app/api/team-stock-operations/meta/route.ts;120;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/team-stock-operations/meta/route.ts;145;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/team-stock-operations/reversal/route.ts;137;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/team-stock-operations/reversal/route.ts;143;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/team-stock-operations/reversal/route.ts;149;indefinido;NENHUMA;limit+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/team-stock-operations/reversal/route.ts;180;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/team-stock-operations/route.ts;831;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/team-stock-operations/route.ts;839;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/team-stock-operations/route.ts;847;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/team-stock-operations/route.ts;855;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/team-stock-operations/route.ts;864;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/team-stock-operations/route.ts;873;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/team-stock-operations/route.ts;882;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/team-stock-operations/route.ts;891;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_categories;src/app/api/team-stock-operations/route.ts;953;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_subcategories;src/app/api/team-stock-operations/route.ts;961;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/team-stock-operations/route.ts;1219;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/team-stock-operations/route.ts;1227;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/team-stock-operations/route.ts;1235;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/team-stock-operations/serial-options/route.ts;125;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/teams/meta/route.ts;34;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/teams/meta/route.ts;51;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/app/api/teams/meta/route.ts;70;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_centers;src/app/api/teams/meta/route.ts;88;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/teams/meta/route.ts;106;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/teams/meta/route.ts;123;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/teams/route.ts;301;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/teams/route.ts;317;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/teams/route.ts;495;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/teams/route.ts;829;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/teams/route.ts;1001;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/teams/route.ts;1045;indefinido;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/teams/route.ts;1113;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/teams/route.ts;1127;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/app/api/teams/route.ts;1141;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_centers;src/app/api/teams/route.ts;1155;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/teams/route.ts;1169;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/teams/route.ts;1183;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/trafo-positions/meta/route.ts;29;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/trafo-positions/meta/route.ts;37;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/trafo-positions/route.ts;307;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
serial_retirements;src/app/api/trafo-positions/route.ts;331;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/trafo-positions/route.ts;394;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/trafo-positions/route.ts;402;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/trafo-positions/route.ts;410;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/trafo-positions/route.ts;426;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/trafo-positions/route.ts;433;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/trafo-positions/route.ts;441;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/trafo-positions/route.ts;603;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/trafo-positions/route.ts;676;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/trafo-positions/route.ts;712;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/trafo-positions/route.ts;720;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/trafo-positions/route.ts;756;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_user_tenants;src/lib/server/appUsersAdmin.ts;219;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
(dinamico);src/lib/server/idempotency.ts;35;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
idempotency_requests;src/lib/server/idempotency.ts;60;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
idempotency_requests;src/lib/server/idempotency.ts;88;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_location_materials;src/lib/server/locationPlanning.ts;345;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_location_activities;src/lib/server/locationPlanning.ts;354;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
location_execution_support_items;src/lib/server/locationPlanning.ts;370;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/lib/server/locationPlanning.ts;671;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
(dinamico);src/lib/server/projectForecastXlsx.ts;83;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
cronograma_solicitacoes;src/server/modules/cronograma-solicitacoes/handlers.ts;169;await;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/server/modules/cronograma-solicitacoes/handlers.ts;266;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/server/modules/cronograma-solicitacoes/handlers.ts;291;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
cronograma_solicitacoes;src/server/modules/cronograma-solicitacoes/handlers.ts;676;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/server/modules/cronograma-solicitacoes/queries.ts;42;await;NENHUMA;inFilter;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
people;src/server/modules/cronograma-solicitacoes/queries.ts;128;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/server/modules/cronograma-solicitacoes/queries.ts;146;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/server/modules/cronograma-solicitacoes/queries.ts;200;await;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
project_with_labels;src/server/modules/cronograma-solicitacoes/queries.ts;226;await;NENHUMA;limit;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
people;src/server/modules/cronograma-solicitacoes/queries.ts;234;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/server/modules/cronograma-solicitacoes/queries.ts;241;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
cronograma_user_tipo_default;src/server/modules/cronograma-solicitacoes/queries.ts;346;indefinido;NENHUMA;range;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
cronograma_user_tipo_default;src/server/modules/cronograma-solicitacoes/queries.ts;366;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
cronograma_user_tipo_default;src/server/modules/cronograma-solicitacoes/queries.ts;385;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
cronograma_solicitacoes_history;src/server/modules/cronograma-solicitacoes/queries.ts;402;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/server/modules/dashboard-measurement/controller.ts;414;await;NENHUMA;inFilter;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
teams;src/server/modules/dashboard-measurement/controller.ts;851;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/server/modules/dashboard-measurement/controller.ts;857;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_type_history;src/server/modules/dashboard-measurement/controller.ts;872;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_foreman_history;src/server/modules/dashboard-measurement/controller.ts;897;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_supervisor_history;src/server/modules/dashboard-measurement/controller.ts;920;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/server/modules/dashboard-measurement/controller.ts;947;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/server/modules/dashboard-measurement/controller.ts;970;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_cycle_workdays;src/server/modules/dashboard-measurement/controller.ts;1250;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_cycle_target_items;src/server/modules/dashboard-measurement/controller.ts;1264;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/server/modules/dashboard-portfolio/controller.ts;468;await;NENHUMA;inFilter;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
project;src/server/modules/medicao/list.ts;64;callback;NENHUMA;range;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/server/modules/medicao/queries.ts;110;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/server/modules/medicao/queries.ts;125;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/server/modules/medicao/queries.ts;145;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/server/modules/medicao/queries.ts;174;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_type_history;src/server/modules/medicao/queries.ts;180;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/server/modules/medicao/queries.ts;206;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_score_targets;src/server/modules/medicao/queries.ts;261;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_cycle_workdays;src/server/modules/medicao/queries.ts;288;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_cycle_target_items;src/server/modules/medicao/queries.ts;299;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_team_type_targets;src/server/modules/medicao/queries.ts;315;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/server/modules/medicao/queries.ts;338;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/server/modules/programacao-normalizada/catalogs.ts;48;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/server/modules/programacao-normalizada/catalogs.ts;51;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_centers;src/server/modules/programacao-normalizada/catalogs.ts;54;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/server/modules/programacao-normalizada/catalogs.ts;79;await;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
teams;src/server/modules/programacao-normalizada/catalogs.ts;100;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/server/modules/programacao-normalizada/catalogs.ts;120;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_sgd_types;src/server/modules/programacao-normalizada/catalogs.ts;137;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_eq_catalog;src/server/modules/programacao-normalizada/catalogs.ts;156;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_work_completion_catalog;src/server/modules/programacao-normalizada/catalogs.ts;175;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_reason_catalog;src/server/modules/programacao-normalizada/catalogs.ts;194;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_support_items;src/server/modules/programacao-normalizada/catalogs.ts;213;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/server/modules/programacao-normalizada/catalogs.ts;231;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/server/modules/programacao-normalizada/queries.ts;23;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_work_completion_catalog;src/server/modules/programacao-normalizada/queries.ts;300;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/server/modules/projects/serviceCenters.ts;41;await;NENHUMA;inFilter;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
project;src/server/modules/projects/serviceCenters.ts;52;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_centers;src/server/modules/projects/serviceCenters.ts;74;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
warehouse_storage_types;src/server/modules/warehouse-addressing/handlers.ts;193;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/server/modules/warehouse-addressing/handlers.ts;216;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/server/modules/warehouse-addressing/handlers.ts;225;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
warehouse_shelves;src/server/modules/warehouse-addressing/handlers.ts;293;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
warehouse_shelf_floors;src/server/modules/warehouse-addressing/handlers.ts;310;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
warehouse_address_history;src/server/modules/warehouse-addressing/handlers.ts;436;await;NENHUMA;range+countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/server/modules/warehouse-addressing/handlers.ts;455;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
warehouse_material_addresses;src/server/modules/warehouse-addressing/handlers.ts;516;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
